Source,Target,Weight,Type
afinogenov-mashenka_fem,afinogenov-mashenka_male,4,undirected
afinogenov-mashenka_fem,andreyev-mysl_male,2,undirected
afinogenov-mashenka_fem,bulgakov-dni-turbinyh_male,1,undirected
afinogenov-mashenka_fem,bulgakov-vojna-i-mir_fem,2,undirected
afinogenov-mashenka_male,afinogenov-mashenka_fem,4,undirected
afinogenov-mashenka_male,blok-neznakomka_fem,1,undirected
afinogenov-mashenka_male,blok-neznakomka_male,3,undirected
afinogenov-mashenka_male,bulgakov-beg_male,3,undirected
afinogenov-mashenka_male,bulgakov-poloumnyj-zhurden_male,1,undirected
afinogenov-mashenka_male,chekhov-predlozhenie_male,1,undirected
afinogenov-mashenka_male,lermontov-maskarad_male,2,undirected
afinogenov-mashenka_male,rostopchina-neludimka_male,2,undirected
afinogenov-mashenka_male,turgenev-gde-tonko-tam-i-rvetsja_male,5,undirected
afinogenov-mashenka_male,turgenev-neostorozhnost_male,2,undirected
afinogenov-mashenka_male,turgenev-vecher-v-sorrente_male,2,undirected
andreyev-k-zvezdam_fem,andreyev-k-zvezdam_male,6,undirected
andreyev-k-zvezdam_fem,andreyev-mysl_male,1,undirected
andreyev-k-zvezdam_fem,andreyev-ne-ubiy_fem,1,undirected
andreyev-k-zvezdam_fem,chekhov-predlozhenie_fem,3,undirected
andreyev-k-zvezdam_fem,gorky-egor-bulychov-i-drugie_fem,1,undirected
andreyev-k-zvezdam_fem,sukhovo-kobylin-smert-tarelkina_male,2,undirected
andreyev-k-zvezdam_male,andreyev-k-zvezdam_fem,6,undirected
andreyev-k-zvezdam_male,andreyev-mysl_fem,1,undirected
andreyev-k-zvezdam_male,andreyev-mysl_male,5,undirected
andreyev-k-zvezdam_male,andreyev-ne-ubiy_fem,2,undirected
andreyev-k-zvezdam_male,bulgakov-adam-i-eva_male,1,undirected
andreyev-mysl_fem,andreyev-k-zvezdam_male,1,undirected
andreyev-mysl_fem,andreyev-mysl_male,3,undirected
andreyev-mysl_fem,artsybashev-revnost_fem,2,undirected
andreyev-mysl_fem,ostrovsky-nevolnicy_fem,2,undirected
andreyev-mysl_male,afinogenov-mashenka_fem,2,undirected
andreyev-mysl_male,andreyev-k-zvezdam_fem,1,undirected
andreyev-mysl_male,andreyev-k-zvezdam_male,5,undirected
andreyev-mysl_male,andreyev-mysl_fem,3,undirected
andreyev-mysl_male,andreyev-ne-ubiy_male,2,undirected
andreyev-mysl_male,artsybashev-revnost_fem,1,undirected
andreyev-mysl_male,chekhov-ivanov_male,2,undirected
andreyev-mysl_male,gogol-utro-delovogo-cheloveka_male,3,undirected
andreyev-mysl_male,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,1,undirected
andreyev-mysl_male,tolstoy-zhivoy-trup_male,1,undirected
andreyev-ne-ubiy_fem,andreyev-k-zvezdam_fem,1,undirected
andreyev-ne-ubiy_fem,andreyev-k-zvezdam_male,2,undirected
andreyev-ne-ubiy_fem,andreyev-ne-ubiy_male,6,undirected
andreyev-ne-ubiy_male,andreyev-mysl_male,2,undirected
andreyev-ne-ubiy_male,andreyev-ne-ubiy_fem,6,undirected
andreyev-ne-ubiy_male,merezhkovsky-pavel-pervyj_male,1,undirected
artsybashev-revnost_fem,andreyev-mysl_fem,2,undirected
artsybashev-revnost_fem,andreyev-mysl_male,1,undirected
artsybashev-revnost_fem,artsybashev-revnost_male,6,undirected
artsybashev-revnost_fem,chekhov-noch-pered-sudom_fem,2,undirected
artsybashev-revnost_fem,gogol-utro-delovogo-cheloveka_fem,1,undirected
artsybashev-revnost_male,artsybashev-revnost_fem,6,undirected
artsybashev-revnost_male,chekhov-djadja-vanja_male,2,undirected
artsybashev-revnost_male,tolstoy-zhivoy-trup_male,1,undirected
babel-marija_fem,babel-marija_male,6,undirected
babel-marija_fem,babel-zakat_male,3,undirected
babel-marija_fem,bulgakov-dni-turbinyh_male,2,undirected
babel-marija_male,babel-marija_fem,6,undirected
babel-marija_male,babel-zakat_fem,2,undirected
babel-marija_male,babel-zakat_male,5,undirected
babel-marija_male,bulgakov-dni-turbinyh_male,1,undirected
babel-zakat_fem,babel-marija_male,2,undirected
babel-zakat_fem,babel-zakat_male,3,undirected
babel-zakat_fem,ostrovsky-snegurochka_male,1,undirected
babel-zakat_male,babel-marija_fem,3,undirected
babel-zakat_male,babel-marija_male,5,undirected
babel-zakat_male,babel-zakat_fem,3,undirected
babel-zakat_male,mayakovsky-klop_male,1,undirected
belsky-skazanie-o-nevidimom-grade-kitezhe_fem,belsky-skazanie-o-nevidimom-grade-kitezhe_male,6,undirected
belsky-skazanie-o-nevidimom-grade-kitezhe_fem,chekhov-na-bolshoi-doroge_fem,2,undirected
belsky-skazanie-o-nevidimom-grade-kitezhe_fem,kedrin-rembrandt_fem,2,undirected
belsky-skazanie-o-nevidimom-grade-kitezhe_fem,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,2,undirected
belsky-skazanie-o-nevidimom-grade-kitezhe_fem,ostrovsky-snegurochka_fem,1,undirected
belsky-skazanie-o-nevidimom-grade-kitezhe_fem,prutkov-chereposlov-sirech-frenolog_fem,1,undirected
belsky-skazanie-o-nevidimom-grade-kitezhe_male,belsky-skazanie-o-nevidimom-grade-kitezhe_fem,6,undirected
belsky-skazanie-o-nevidimom-grade-kitezhe_male,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,2,undirected
belsky-skazanie-o-nevidimom-grade-kitezhe_male,ostrovsky-snegurochka_male,1,undirected
belsky-skazanie-o-nevidimom-grade-kitezhe_male,prutkov-chereposlov-sirech-frenolog_fem,2,undirected
blok-balaganchik_fem,blok-korol-na-ploschadi_fem,3,undirected
blok-balaganchik_fem,ekaterina-vtoraja-iz-zhizni-rjurika_fem,1,undirected
blok-balaganchik_fem,prutkov-spor-drevnih-grecheskih-filosofov_male,2,undirected
blok-balaganchik_male,glinka-velzen_male,2,undirected
blok-balaganchik_male,gumilyov-ditja-allaha_male,1,undirected
blok-balaganchik_male,khlebnikov-snezhimochka_fem,2,undirected
blok-balaganchik_male,krylov-filomela_fem,3,undirected
blok-korol-na-ploschadi_fem,blok-balaganchik_fem,3,undirected
blok-korol-na-ploschadi_fem,gogol-lakeiskaja_fem,1,undirected
blok-korol-na-ploschadi_fem,knyazhnin-didona_male,3,undirected
blok-korol-na-ploschadi_fem,knyazhnin-rosslav_fem,1,undirected
blok-korol-na-ploschadi_fem,prutkov-spor-drevnih-grecheskih-filosofov_male,1,undirected
blok-korol-na-ploschadi_fem,sumarokov-semira_male,2,undirected
blok-korol-na-ploschadi_male,kheraskov-plamena_male,3,undirected
blok-korol-na-ploschadi_male,krylov-amerikantsy_male,2,undirected
blok-korol-na-ploschadi_male,tolstoy-tsar-boris_male,1,undirected
blok-neznakomka_fem,afinogenov-mashenka_male,1,undirected
blok-neznakomka_fem,bulgakov-kabala-svjatosh_male,2,undirected
blok-neznakomka_fem,rostopchina-neludimka_fem,3,undirected
blok-neznakomka_male,afinogenov-mashenka_male,3,undirected
blok-neznakomka_male,bulgakov-zojkina-kvartira_male,1,undirected
blok-neznakomka_male,chekhov-tri-sestry_male,2,undirected
blok-neznakomka_male,khlebnikov-snezhimochka_male,3,undirected
bulgakov-adam-i-eva_fem,bulgakov-adam-i-eva_male,1,undirected
bulgakov-adam-i-eva_fem,bulgakov-batum_fem,1,undirected
bulgakov-adam-i-eva_fem,bulgakov-beg_male,3,undirected
bulgakov-adam-i-eva_fem,bulgakov-ivan-vasilevich_fem,3,undirected
bulgakov-adam-i-eva_fem,bulgakov-ivan-vasilevich_male,2,undirected
bulgakov-adam-i-eva_fem,chekhov-tatjana-repina_fem,3,undirected
bulgakov-adam-i-eva_fem,prutkov-blondy_fem,3,undirected
bulgakov-adam-i-eva_male,andreyev-k-zvezdam_male,1,undirected
bulgakov-adam-i-eva_male,bulgakov-adam-i-eva_fem,1,undirected
bulgakov-adam-i-eva_male,bulgakov-batum_male,3,undirected
bulgakov-adam-i-eva_male,bulgakov-beg_fem,1,undirected
bulgakov-adam-i-eva_male,bulgakov-beg_male,5,undirected
bulgakov-adam-i-eva_male,bulgakov-dni-turbinyh_male,3,undirected
bulgakov-adam-i-eva_male,bulgakov-kabala-svjatosh_fem,1,undirected
bulgakov-adam-i-eva_male,bulgakov-kabala-svjatosh_male,2,undirected
bulgakov-adam-i-eva_male,bulgakov-poslednie-dni_fem,1,undirected
bulgakov-adam-i-eva_male,bulgakov-poslednie-dni_male,2,undirected
bulgakov-adam-i-eva_male,chekhov-jubilej_fem,1,undirected
bulgakov-adam-i-eva_male,gogol-teatralnyi-razezd_fem,2,undirected
bulgakov-adam-i-eva_male,tretyakov-protivogazy_male,1,undirected
bulgakov-batum_fem,bulgakov-adam-i-eva_fem,1,undirected
bulgakov-batum_fem,gorky-egor-bulychov-i-drugie_fem,3,undirected
bulgakov-batum_fem,kedrin-rembrandt_fem,2,undirected
bulgakov-batum_male,bulgakov-adam-i-eva_male,3,undirected
bulgakov-batum_male,bulgakov-dni-turbinyh_male,3,undirected
bulgakov-batum_male,bulgakov-ivan-vasilevich_male,2,undirected
bulgakov-batum_male,chekhov-predlozhenie_fem,2,undirected
bulgakov-beg_fem,bulgakov-adam-i-eva_male,1,undirected
bulgakov-beg_fem,bulgakov-beg_male,2,undirected
bulgakov-beg_fem,bulgakov-dni-turbinyh_fem,1,undirected
bulgakov-beg_fem,bulgakov-dni-turbinyh_male,3,undirected
bulgakov-beg_fem,merezhkovsky-pavel-pervyj_fem,1,undirected
bulgakov-beg_male,afinogenov-mashenka_male,3,undirected
bulgakov-beg_male,bulgakov-adam-i-eva_fem,3,undirected
bulgakov-beg_male,bulgakov-adam-i-eva_male,5,undirected
bulgakov-beg_male,bulgakov-beg_fem,2,undirected
bulgakov-beg_male,bulgakov-dni-turbinyh_male,4,undirected
bulgakov-beg_male,bulgakov-ivan-vasilevich_male,3,undirected
bulgakov-beg_male,bulgakov-kabala-svjatosh_male,3,undirected
bulgakov-beg_male,bulgakov-poloumnyj-zhurden_fem,1,undirected
bulgakov-beg_male,bulgakov-poloumnyj-zhurden_male,3,undirected
bulgakov-beg_male,bulgakov-zojkina-kvartira_male,6,undirected
bulgakov-beg_male,chekhov-jubilej_male,1,undirected
bulgakov-beg_male,chekhov-predlozhenie_male,3,undirected
bulgakov-beg_male,mamin-sibirjak-malenkaja-pravda_fem,2,undirected
bulgakov-beg_male,mayakovsky-banja_male,3,undirected
bulgakov-beg_male,merezhkovsky-pavel-pervyj_male,2,undirected
bulgakov-beg_male,prutkov-fantaziya_fem,1,undirected
bulgakov-dni-turbinyh_fem,bulgakov-beg_fem,1,undirected
bulgakov-dni-turbinyh_fem,bulgakov-dni-turbinyh_male,3,undirected
bulgakov-dni-turbinyh_fem,bulgakov-ivan-vasilevich_male,2,undirected
bulgakov-dni-turbinyh_male,afinogenov-mashenka_fem,1,undirected
bulgakov-dni-turbinyh_male,babel-marija_fem,2,undirected
bulgakov-dni-turbinyh_male,babel-marija_male,1,undirected
bulgakov-dni-turbinyh_male,bulgakov-adam-i-eva_male,3,undirected
bulgakov-dni-turbinyh_male,bulgakov-batum_male,3,undirected
bulgakov-dni-turbinyh_male,bulgakov-beg_fem,3,undirected
bulgakov-dni-turbinyh_male,bulgakov-beg_male,4,undirected
bulgakov-dni-turbinyh_male,bulgakov-dni-turbinyh_fem,3,undirected
bulgakov-dni-turbinyh_male,bulgakov-ivan-vasilevich_male,2,undirected
bulgakov-dni-turbinyh_male,bulgakov-poslednie-dni_fem,2,undirected
bulgakov-dni-turbinyh_male,bulgakov-poslednie-dni_male,1,undirected
bulgakov-dni-turbinyh_male,bulgakov-zojkina-kvartira_fem,2,undirected
bulgakov-dni-turbinyh_male,bulgakov-zojkina-kvartira_male,4,undirected
bulgakov-dni-turbinyh_male,chekhov-leshii_fem,1,undirected
bulgakov-dni-turbinyh_male,chekhov-svadba_fem,3,undirected
bulgakov-dni-turbinyh_male,gogol-revizor_fem,2,undirected
bulgakov-dni-turbinyh_male,kedrin-rembrandt_male,1,undirected
bulgakov-dni-turbinyh_male,leskov-rastochitel_male,3,undirected
bulgakov-dni-turbinyh_male,mayakovsky-banja_fem,2,undirected
bulgakov-dni-turbinyh_male,mayakovsky-banja_male,1,undirected
bulgakov-dni-turbinyh_male,merezhkovsky-pavel-pervyj_male,1,undirected
bulgakov-dni-turbinyh_male,naydyonov-deti-vanjushina_male,2,undirected
bulgakov-dni-turbinyh_male,petrov-ostrov-mira_fem,3,undirected
bulgakov-dni-turbinyh_male,petrov-ostrov-mira_male,3,undirected
bulgakov-dni-turbinyh_male,prutkov-fantaziya_male,2,undirected
bulgakov-dni-turbinyh_male,sukhovo-kobylin-smert-tarelkina_male,1,undirected
bulgakov-dni-turbinyh_male,tretyakov-protivogazy_male,2,undirected
bulgakov-ivan-vasilevich_fem,bulgakov-adam-i-eva_fem,3,undirected
bulgakov-ivan-vasilevich_fem,bulgakov-ivan-vasilevich_male,2,undirected
bulgakov-ivan-vasilevich_fem,bulgakov-zojkina-kvartira_male,1,undirected
bulgakov-ivan-vasilevich_fem,prutkov-blondy_fem,2,undirected
bulgakov-ivan-vasilevich_male,bulgakov-adam-i-eva_fem,2,undirected
bulgakov-ivan-vasilevich_male,bulgakov-batum_male,2,undirected
bulgakov-ivan-vasilevich_male,bulgakov-beg_male,3,undirected
bulgakov-ivan-vasilevich_male,bulgakov-dni-turbinyh_fem,2,undirected
bulgakov-ivan-vasilevich_male,bulgakov-dni-turbinyh_male,2,undirected
bulgakov-ivan-vasilevich_male,bulgakov-ivan-vasilevich_fem,2,undirected
bulgakov-ivan-vasilevich_male,bulgakov-zojkina-kvartira_fem,1,undirected
bulgakov-ivan-vasilevich_male,tretyakov-protivogazy_fem,2,undirected
bulgakov-kabala-svjatosh_fem,bulgakov-adam-i-eva_male,1,undirected
bulgakov-kabala-svjatosh_fem,bulgakov-kabala-svjatosh_male,3,undirected
bulgakov-kabala-svjatosh_fem,bulgakov-zojkina-kvartira_male,2,undirected
bulgakov-kabala-svjatosh_male,blok-neznakomka_fem,2,undirected
bulgakov-kabala-svjatosh_male,bulgakov-adam-i-eva_male,2,undirected
bulgakov-kabala-svjatosh_male,bulgakov-beg_male,3,undirected
bulgakov-kabala-svjatosh_male,bulgakov-kabala-svjatosh_fem,3,undirected
bulgakov-kabala-svjatosh_male,bulgakov-poloumnyj-zhurden_fem,2,undirected
bulgakov-kabala-svjatosh_male,bulgakov-poloumnyj-zhurden_male,2,undirected
bulgakov-kabala-svjatosh_male,bulgakov-poslednie-dni_male,4,undirected
bulgakov-kabala-svjatosh_male,bulgakov-zojkina-kvartira_male,1,undirected
bulgakov-kabala-svjatosh_male,chekhov-medved_fem,2,undirected
bulgakov-kabala-svjatosh_male,chekhov-predlozhenie_male,2,undirected
bulgakov-kabala-svjatosh_male,petrov-ostrov-mira_fem,1,undirected
bulgakov-kabala-svjatosh_male,prutkov-blondy_male,1,undirected
bulgakov-kabala-svjatosh_male,pushkin-stseny-iz-rytsarskih-vremen_fem,3,undirected
bulgakov-kabala-svjatosh_male,turgenev-neostorozhnost_fem,1,undirected
bulgakov-poloumnyj-zhurden_fem,bulgakov-beg_male,1,undirected
bulgakov-poloumnyj-zhurden_fem,bulgakov-kabala-svjatosh_male,2,undirected
bulgakov-poloumnyj-zhurden_fem,bulgakov-poloumnyj-zhurden_male,3,undirected
bulgakov-poloumnyj-zhurden_fem,gogol-lakeiskaja_fem,2,undirected
bulgakov-poloumnyj-zhurden_fem,pushkin-stseny-iz-rytsarskih-vremen_fem,2,undirected
bulgakov-poloumnyj-zhurden_male,afinogenov-mashenka_male,1,undirected
bulgakov-poloumnyj-zhurden_male,bulgakov-beg_male,3,undirected
bulgakov-poloumnyj-zhurden_male,bulgakov-kabala-svjatosh_male,2,undirected
bulgakov-poloumnyj-zhurden_male,bulgakov-poloumnyj-zhurden_fem,3,undirected
bulgakov-poloumnyj-zhurden_male,chekhov-jubilej_male,3,undirected
bulgakov-poloumnyj-zhurden_male,chekhov-medved_male,1,undirected
bulgakov-poloumnyj-zhurden_male,prutkov-blondy_male,2,undirected
bulgakov-poslednie-dni_fem,bulgakov-adam-i-eva_male,1,undirected
bulgakov-poslednie-dni_fem,bulgakov-dni-turbinyh_male,2,undirected
bulgakov-poslednie-dni_fem,chekhov-leshii_fem,3,undirected
bulgakov-poslednie-dni_male,bulgakov-adam-i-eva_male,2,undirected
bulgakov-poslednie-dni_male,bulgakov-dni-turbinyh_male,1,undirected
bulgakov-poslednie-dni_male,bulgakov-kabala-svjatosh_male,4,undirected
bulgakov-poslednie-dni_male,bulgakov-vojna-i-mir_male,3,undirected
bulgakov-poslednie-dni_male,chekhov-medved_fem,3,undirected
bulgakov-poslednie-dni_male,petrov-ostrov-mira_male,2,undirected
bulgakov-poslednie-dni_male,prutkov-oprometchivyj-turka_male,1,undirected
bulgakov-vojna-i-mir_fem,afinogenov-mashenka_fem,2,undirected
bulgakov-vojna-i-mir_fem,chekhov-chaika_fem,1,undirected
bulgakov-vojna-i-mir_fem,ostrovsky-beshenye-dengi_fem,3,undirected
bulgakov-vojna-i-mir_male,bulgakov-poslednie-dni_male,3,undirected
bulgakov-vojna-i-mir_male,fonvizin-vybor-guvernera_fem,1,undirected
bulgakov-vojna-i-mir_male,knyazhnin-neudachnyj-primiritel_male,2,undirected
bulgakov-vojna-i-mir_male,leskov-rastochitel_male,2,undirected
bulgakov-vojna-i-mir_male,ostrovsky-beshenye-dengi_male,1,undirected
bulgakov-vojna-i-mir_male,petrov-ostrov-mira_male,1,undirected
bulgakov-vojna-i-mir_male,prutkov-oprometchivyj-turka_male,2,undirected
bulgakov-zojkina-kvartira_fem,bulgakov-dni-turbinyh_male,2,undirected
bulgakov-zojkina-kvartira_fem,bulgakov-ivan-vasilevich_male,1,undirected
bulgakov-zojkina-kvartira_fem,bulgakov-zojkina-kvartira_male,3,undirected
bulgakov-zojkina-kvartira_male,blok-neznakomka_male,1,undirected
bulgakov-zojkina-kvartira_male,bulgakov-beg_male,6,undirected
bulgakov-zojkina-kvartira_male,bulgakov-dni-turbinyh_male,4,undirected
bulgakov-zojkina-kvartira_male,bulgakov-ivan-vasilevich_fem,1,undirected
bulgakov-zojkina-kvartira_male,bulgakov-kabala-svjatosh_fem,2,undirected
bulgakov-zojkina-kvartira_male,bulgakov-kabala-svjatosh_male,1,undirected
bulgakov-zojkina-kvartira_male,bulgakov-zojkina-kvartira_fem,3,undirected
bulgakov-zojkina-kvartira_male,chekhov-na-bolshoi-doroge_male,3,undirected
bulgakov-zojkina-kvartira_male,mayakovsky-klop_fem,2,undirected
bulgakov-zojkina-kvartira_male,mayakovsky-klop_male,2,undirected
bulgakov-zojkina-kvartira_male,nekrasov-akter_fem,2,undirected
bulgakov-zojkina-kvartira_male,prutkov-fantaziya_fem,3,undirected
bulgakov-zojkina-kvartira_male,prutkov-fantaziya_male,3,undirected
chekhov-chaika_fem,bulgakov-vojna-i-mir_fem,1,undirected
chekhov-chaika_fem,chekhov-chaika_male,4,undirected
chekhov-chaika_fem,chekhov-djadja-vanja_fem,6,undirected
chekhov-chaika_fem,chekhov-ivanov_male,5,undirected
chekhov-chaika_fem,chekhov-medved_male,2,undirected
chekhov-chaika_fem,gogol-teatralnyi-razezd_fem,1,undirected
chekhov-chaika_male,chekhov-chaika_fem,4,undirected
chekhov-chaika_male,chekhov-leshii_male,2,undirected
chekhov-chaika_male,chekhov-tri-sestry_fem,1,undirected
chekhov-chaika_male,chekhov-vishnevyi-sad_male,1,undirected
chekhov-chaika_male,turgenev-gde-tonko-tam-i-rvetsja_male,1,undirected
chekhov-djadja-vanja_fem,chekhov-chaika_fem,6,undirected
chekhov-djadja-vanja_fem,chekhov-ivanov_fem,2,undirected
chekhov-djadja-vanja_fem,chekhov-leshii_fem,3,undirected
chekhov-djadja-vanja_fem,chekhov-tri-sestry_male,2,undirected
chekhov-djadja-vanja_fem,tolstoy-zhivoy-trup_fem,1,undirected
chekhov-djadja-vanja_male,artsybashev-revnost_male,2,undirected
chekhov-djadja-vanja_male,chekhov-ivanov_male,1,undirected
chekhov-djadja-vanja_male,chekhov-leshii_male,6,undirected
chekhov-djadja-vanja_male,chekhov-noch-pered-sudom_male,1,undirected
chekhov-djadja-vanja_male,chekhov-tri-sestry_fem,2,undirected
chekhov-djadja-vanja_male,chekhov-tri-sestry_male,5,undirected
chekhov-djadja-vanja_male,chekhov-vishnevyi-sad_male,4,undirected
chekhov-ivanov_fem,chekhov-djadja-vanja_fem,2,undirected
chekhov-ivanov_fem,chekhov-ivanov_male,1,undirected
chekhov-ivanov_fem,ostrovsky-bez-viny-vinovatye_male,3,undirected
chekhov-ivanov_male,andreyev-mysl_male,2,undirected
chekhov-ivanov_male,chekhov-chaika_fem,5,undirected
chekhov-ivanov_male,chekhov-djadja-vanja_male,1,undirected
chekhov-ivanov_male,chekhov-ivanov_fem,1,undirected
chekhov-ivanov_male,chekhov-leshii_male,3,undirected
chekhov-ivanov_male,chekhov-medved_male,3,undirected
chekhov-ivanov_male,gogol-otryvok_fem,2,undirected
chekhov-ivanov_male,gogol-otryvok_male,2,undirected
chekhov-ivanov_male,gorky-na-dne_fem,2,undirected
chekhov-jubilej_fem,bulgakov-adam-i-eva_male,1,undirected
chekhov-jubilej_fem,chekhov-leshii_male,3,undirected
chekhov-jubilej_fem,kedrin-rembrandt_male,2,undirected
chekhov-jubilej_male,bulgakov-beg_male,1,undirected
chekhov-jubilej_male,bulgakov-poloumnyj-zhurden_male,3,undirected
chekhov-jubilej_male,chekhov-tri-sestry_male,2,undirected
chekhov-leshii_fem,bulgakov-dni-turbinyh_male,1,undirected
chekhov-leshii_fem,bulgakov-poslednie-dni_fem,3,undirected
chekhov-leshii_fem,chekhov-djadja-vanja_fem,3,undirected
chekhov-leshii_fem,chekhov-leshii_male,3,undirected
chekhov-leshii_fem,chekhov-noch-pered-sudom_male,3,undirected
chekhov-leshii_fem,naydyonov-deti-vanjushina_male,3,undirected
chekhov-leshii_fem,petrov-ostrov-mira_fem,2,undirected
chekhov-leshii_male,chekhov-chaika_male,2,undirected
chekhov-leshii_male,chekhov-djadja-vanja_male,6,undirected
chekhov-leshii_male,chekhov-ivanov_male,3,undirected
chekhov-leshii_male,chekhov-jubilej_fem,3,undirected
chekhov-leshii_male,chekhov-leshii_fem,3,undirected
chekhov-leshii_male,chekhov-noch-pered-sudom_male,2,undirected
chekhov-leshii_male,chekhov-tri-sestry_male,4,undirected
chekhov-leshii_male,chekhov-vishnevyi-sad_male,1,undirected
chekhov-medved_fem,bulgakov-kabala-svjatosh_male,2,undirected
chekhov-medved_fem,bulgakov-poslednie-dni_male,3,undirected
chekhov-medved_fem,chekhov-medved_male,1,undirected
chekhov-medved_fem,sumarokov-tresotinius_fem,3,undirected
chekhov-medved_male,bulgakov-poloumnyj-zhurden_male,1,undirected
chekhov-medved_male,chekhov-chaika_fem,2,undirected
chekhov-medved_male,chekhov-ivanov_male,3,undirected
chekhov-medved_male,chekhov-medved_fem,1,undirected
chekhov-na-bolshoi-doroge_fem,belsky-skazanie-o-nevidimom-grade-kitezhe_fem,2,undirected
chekhov-na-bolshoi-doroge_fem,chekhov-na-bolshoi-doroge_male,3,undirected
chekhov-na-bolshoi-doroge_fem,krylov-urok-dochkam_male,1,undirected
chekhov-na-bolshoi-doroge_male,bulgakov-zojkina-kvartira_male,3,undirected
chekhov-na-bolshoi-doroge_male,chekhov-na-bolshoi-doroge_fem,3,undirected
chekhov-na-bolshoi-doroge_male,gorky-egor-bulychov-i-drugie_male,1,undirected
chekhov-na-bolshoi-doroge_male,krylov-urok-dochkam_male,2,undirected
chekhov-na-bolshoi-doroge_male,merezhkovsky-pavel-pervyj_male,2,undirected
chekhov-na-bolshoi-doroge_male,pushkin-boris-godunov_fem,1,undirected
chekhov-noch-pered-sudom_fem,artsybashev-revnost_fem,2,undirected
chekhov-noch-pered-sudom_fem,turgenev-gde-tonko-tam-i-rvetsja_fem,3,undirected
chekhov-noch-pered-sudom_fem,turgenev-neostorozhnost_fem,1,undirected
chekhov-noch-pered-sudom_male,chekhov-djadja-vanja_male,1,undirected
chekhov-noch-pered-sudom_male,chekhov-leshii_fem,3,undirected
chekhov-noch-pered-sudom_male,chekhov-leshii_male,2,undirected
chekhov-predlozhenie_fem,andreyev-k-zvezdam_fem,3,undirected
chekhov-predlozhenie_fem,bulgakov-batum_male,2,undirected
chekhov-predlozhenie_fem,turgenev-zavtrak-u-predvoditelja_male,1,undirected
chekhov-predlozhenie_male,afinogenov-mashenka_male,1,undirected
chekhov-predlozhenie_male,bulgakov-beg_male,3,undirected
chekhov-predlozhenie_male,bulgakov-kabala-svjatosh_male,2,undirected
chekhov-svadba_fem,bulgakov-dni-turbinyh_male,3,undirected
chekhov-svadba_fem,ostrovsky-beshenye-dengi_fem,2,undirected
chekhov-svadba_fem,ostrovsky-les_male,1,undirected
chekhov-svadba_male,mayakovsky-banja_male,1,undirected
chekhov-svadba_male,mayakovsky-klop_fem,1,undirected
chekhov-svadba_male,mayakovsky-misteriya-buff_male,3,undirected
chekhov-svadba_male,merezhkovsky-pavel-pervyj_male,2,undirected
chekhov-tatjana-repina_fem,bulgakov-adam-i-eva_fem,3,undirected
chekhov-tatjana-repina_fem,gumilyov-gondla_fem,2,undirected
chekhov-tatjana-repina_fem,plavilshchikov-ermak-pokoritel-sibiri_fem,1,undirected
chekhov-tatjana-repina_male,mayakovsky-klop_male,1,undirected
chekhov-tatjana-repina_male,ostrovsky-snegurochka_fem,3,undirected
chekhov-tatjana-repina_male,sumarokov-dimitrij-samozvanets_male,2,undirected
chekhov-tragik-ponevole_male,griboyedov-gore-ot-uma_male,1,undirected
chekhov-tragik-ponevole_male,mayakovsky-klop_male,2,undirected
chekhov-tragik-ponevole_male,ostrovsky-snegurochka_fem,3,undirected
chekhov-tri-sestry_fem,chekhov-chaika_male,1,undirected
chekhov-tri-sestry_fem,chekhov-djadja-vanja_male,2,undirected
chekhov-tri-sestry_fem,chekhov-tri-sestry_male,4,undirected
chekhov-tri-sestry_fem,chekhov-vishnevyi-sad_fem,2,undirected
chekhov-tri-sestry_male,blok-neznakomka_male,2,undirected
chekhov-tri-sestry_male,chekhov-djadja-vanja_fem,2,undirected
chekhov-tri-sestry_male,chekhov-djadja-vanja_male,5,undirected
chekhov-tri-sestry_male,chekhov-jubilej_male,2,undirected
chekhov-tri-sestry_male,chekhov-leshii_male,4,undirected
chekhov-tri-sestry_male,chekhov-tri-sestry_fem,4,undirected
chekhov-tri-sestry_male,chekhov-vishnevyi-sad_fem,1,undirected
chekhov-tri-sestry_male,chekhov-vishnevyi-sad_male,2,undirected
chekhov-vishnevyi-sad_fem,chekhov-tri-sestry_fem,2,undirected
chekhov-vishnevyi-sad_fem,chekhov-tri-sestry_male,1,undirected
chekhov-vishnevyi-sad_fem,chekhov-vishnevyi-sad_male,3,undirected
chekhov-vishnevyi-sad_male,chekhov-chaika_male,1,undirected
chekhov-vishnevyi-sad_male,chekhov-djadja-vanja_male,4,undirected
chekhov-vishnevyi-sad_male,chekhov-leshii_male,1,undirected
chekhov-vishnevyi-sad_male,chekhov-tri-sestry_male,2,undirected
chekhov-vishnevyi-sad_male,chekhov-vishnevyi-sad_fem,3,undirected
dashkova-toisiokov_fem,dashkova-toisiokov_male,3,undirected
dashkova-toisiokov_fem,fonvizin-nedorosl_male,5,undirected
dashkova-toisiokov_fem,knyazhnin-chudaki_male,2,undirected
dashkova-toisiokov_male,dashkova-toisiokov_fem,3,undirected
dashkova-toisiokov_male,fonvizin-nedorosl_fem,1,undirected
dashkova-toisiokov_male,fonvizin-nedorosl_male,3,undirected
